YEAR_MONTH,NHÓM,TOTAL_SALE,CPI_YOY_PCT,INTEREST_RATE_PCT,GDP_GROWTH_PCT
2024-09,10XXXX,344746.0,2.63,4.5,7.4
2024-09,12XXXX,895372.0,2.63,4.5,7.4
2024-09,14XXXX,622712.0,2.63,4.5,7.4
2024-09,15BN03,1079834.0,2.63,4.5,7.4
2024-09,15GC30,967.0,2.63,4.5,7.4
2024-09,15XXXX,2426.0,2.63,4.5,7.4
2024-09,16XXXX,45584.0,2.63,4.5,7.4
2024-10,01XXXX,35079389.0,2.89,4.5,7.55
2024-10,02XXXX,25070898.0,2.89,4.5,7.55
2024-10,03XXXX,1207455.0,2.89,4.5,7.55
2024-10,04XXXX,219963149.0,2.89,4.5,7.55
2024-10,05XXXX,10035687.0,2.89,4.5,7.55
2024-10,06XXXX,27804911.0,2.89,4.5,7.55
2024-10,07PROU,53220078.0,2.89,4.5,7.55
2024-10,07XXXX,97955295.0,2.89,4.5,7.55
2024-10,08XXXX,5803223.0,2.89,4.5,7.55
2024-10,09XXXX,2647307.0,2.89,4.5,7.55
2024-10,10XXXX,392507.0,2.89,4.5,7.55
2024-10,12XXXX,801140.0,2.89,4.5,7.55
2024-10,14XXXX,534474.0,2.89,4.5,7.55
2024-10,15BN03,738866.0,2.89,4.5,7.55
2024-10,15XXXX,3022.0,2.89,4.5,7.55
2024-10,16XXXX,52805.0,2.89,4.5,7.55
2024-11,01XXXX,32353609.0,2.77,4.5,7.55
2024-11,02XXXX,18503848.0,2.77,4.5,7.55
2024-11,03XXXX,795960.0,2.77,4.5,7.55
2024-11,04XXXX,220118063.0,2.77,4.5,7.55
2024-11,05XXXX,9648074.0,2.77,4.5,7.55
2024-11,06XXXX,20723645.0,2.77,4.5,7.55
2024-11,07PROU,46628428.0,2.77,4.5,7.55
2024-11,07XXXX,90451359.0,2.77,4.5,7.55
2024-11,08XXXX,5648058.0,2.77,4.5,7.55
2024-11,09XXXX,2796898.0,2.77,4.5,7.55
2024-11,10XXXX,435914.0,2.77,4.5,7.55
2024-11,12XXXX,1629816.0,2.77,4.5,7.55
2024-11,14XXXX,746082.0,2.77,4.5,7.55
2024-11,15BN03,882868.0,2.77,4.5,7.55
2024-11,15GC30,960.0,2.77,4.5,7.55
2024-11,15XXXX,2730.0,2.77,4.5,7.55
2024-11,16XXXX,43092.0,2.77,4.5,7.55
2024-12,01XXXX,44695345.0,3.48,4.5,7.55
2024-12,02XXXX,21679679.0,3.48,4.5,7.55
2024-12,03XXXX,1511155.0,3.48,4.5,7.55
2024-12,04XXXX,201663631.0,3.48,4.5,7.55
2024-12,05XXXX,9659864.0,3.48,4.5,7.55
2024-12,06XXXX,24982074.0,3.48,4.5,7.55
2024-12,07PROU,40511453.0,3.48,4.5,7.55
2024-12,07SCUS,20480.0,3.48,4.5,7.55
2024-12,07XXXX,75526124.0,3.48,4.5,7.55
2024-12,08XXXX,4527270.0,3.48,4.5,7.55
2024-12,09XXXX,2036233.0,3.48,4.5,7.55
2024-12,10XXXX,489054.0,3.48,4.5,7.55
2024-12,12XXXX,1396956.0,3.48,4.5,7.55
2024-12,14XXXX,683192.0,3.48,4.5,7.55
2024-12,15BN03,860535.0,3.48,4.5,7.55
2024-12,15GC30,1680.0,3.48,4.5,7.55
2024-12,15XXXX,2449.0,3.48,4.5,7.55
2024-12,16XXXX,121562.0,3.48,4.5,7.55
2025-01,01XXXX,21775125.0,2.53,4.5,6.93
2025-01,02XXXX,16072101.0,2.53,4.5,6.93
2025-01,03XXXX,1259358.0,2.53,4.5,6.93
2025-01,04XXXX,165010397.0,2.53,4.5,6.93
2025-01,05XXXX,5771111.0,2.53,4.5,6.93
2025-01,06XXXX,15424701.0,2.53,4.5,6.93
2025-01,07PROU,42752028.0,2.53,4.5,6.93
2025-01,07SCUS,62047.0,2.53,4.5,6.93
2025-01,07XXXX,82967741.0,2.53,4.5,6.93
2025-01,08XXXX,3404571.0,2.53,4.5,6.93
2025-01,09XXXX,1851369.0,2.53,4.5,6.93
2025-01,10XXXX,378968.0,2.53,4.5,6.93
2025-01,12XXXX,975040.0,2.53,4.5,6.93
2025-01,14XXXX,633118.0,2.53,4.5,6.93
2025-01,15BN03,657447.0,2.53,4.5,6.93
2025-01,15XXXX,2245.0,2.53,4.5,6.93
2025-01,16XXXX,36772.0,2.53,4.5,6.93
2025-02,01XXXX,25476867.0,3.35,4.5,6.93
2025-02,02XXXX,15038907.0,3.35,4.5,6.93
2025-02,03XXXX,821453.0,3.35,4.5,6.93
2025-02,04XXXX,133162272.0,3.35,4.5,6.93
2025-02,05XXXX,5741312.0,3.35,4.5,6.93
2025-02,06XXXX,18253697.0,3.35,4.5,6.93
2025-02,07PROU,41654768.0,3.35,4.5,6.93
2025-02,07SCUS,155670.0,3.35,4.5,6.93
2025-02,07XXXX,68925079.0,3.35,4.5,6.93
2025-02,08XXXX,4127796.0,3.35,4.5,6.93
2025-02,09XXXX,1653145.0,3.35,4.5,6.93
2025-02,10XXXX,331592.0,3.35,4.5,6.93
2025-02,12XXXX,633648.0,3.35,4.5,6.93
2025-02,14XXXX,512241.0,3.35,4.5,6.93
2025-02,15BN03,512039.0,3.35,4.5,6.93
2025-02,15GC30,1200.0,3.35,4.5,6.93
2025-02,15XXXX,2239.0,3.35,4.5,6.93
2025-02,16XXXX,21714.0,3.35,4.5,6.93
2025-03,01XXXX,29584775.0,3.13,4.5,6.93
2025-03,02XXXX,16491872.0,3.13,4.5,6.93
2025-03,03XXXX,1086234.0,3.13,4.5,6.93
2025-03,04XXXX,155226838.0,3.13,4.5,6.93
2025-03,05XXXX,6934197.0,3.13,4.5,6.93
2025-03,06XXXX,20606953.0,3.13,4.5,6.93
2025-03,07PROU,51595762.0,3.13,4.5,6.93
2025-03,07SCUS,422613.0,3.13,4.5,6.93
2025-03,07XXXX,98787408.0,3.13,4.5,6.93
2025-03,08XXXX,3529873.0,3.13,4.5,6.93
2025-03,09XXXX,3068924.0,3.13,4.5,6.93
2025-03,10XXXX,414384.0,3.13,4.5,6.93
2025-03,12XXXX,1899048.0,3.13,4.5,6.93
2025-03,14XXXX,605640.0,3.13,4.5,6.93
2025-03,15BN03,614031.0,3.13,4.5,6.93
2025-03,15GC30,240.0,3.13,4.5,6.93
2025-03,15XXXX,2875.0,3.13,4.5,6.93
2025-03,16XXXX,22585.0,3.13,4.5,6.93
2025-04,01XXXX,36287685.0,3.2,4.5,7.26
2025-04,02XXXX,20737603.0,3.2,4.5,7.26
2025-04,03XXXX,452738.0,3.2,4.5,7.26
2025-04,04XXXX,205699451.0,3.2,4.5,7.26
2025-04,05XXXX,7918111.0,3.2,4.5,7.26
2025-04,06XXXX,24365976.0,3.2,4.5,7.26
2025-04,07PROU,58686244.0,3.2,4.5,7.26
2025-04,07SCUS,596281.0,3.2,4.5,7.26
2025-04,07XXXX,114597635.0,3.2,4.5,7.26
2025-04,08XXXX,4005229.0,3.2,4.5,7.26
2025-04,09XXXX,4193614.0,3.2,4.5,7.26
2025-04,10XXXX,411454.0,3.2,4.5,7.26
2025-04,12XXXX,2218800.0,3.2,4.5,7.26
2025-04,14XXXX,716508.0,3.2,4.5,7.26
2025-04,15BN03,784190.0,3.2,4.5,7.26
2025-04,15GC30,720.0,3.2,4.5,7.26
2025-04,15XXXX,2306.0,3.2,4.5,7.26
2025-04,16XXXX,18675.0,3.2,4.5,7.26
2025-05,01XXXX,40585173.0,3.18,4.5,7.26
2025-05,02XXXX,18677450.0,3.18,4.5,7.26
2025-05,03XXXX,953184.0,3.18,4.5,7.26
2025-05,04XXXX,244278449.0,3.18,4.5,7.26
2025-05,05XXXX,9660752.0,3.18,4.5,7.26
2025-05,06XXXX,16422630.0,3.18,4.5,7.26
2025-05,07PROU,57548184.0,3.18,4.5,7.26
2025-05,07SCUS,535548.0,3.18,4.5,7.26
2025-05,07XXXX,112753892.0,3.18,4.5,7.26
2025-05,08XXXX,3263932.0,3.18,4.5,7.26
2025-05,09XXXX,3936211.0,3.18,4.5,7.26
2025-05,10XXXX,450163.0,3.18,4.5,7.26
2025-05,12XXXX,1586179.0,3.18,4.5,7.26
2025-05,14XXXX,917040.0,3.18,4.5,7.26
2025-05,15BN03,751382.0,3.18,4.5,7.26
2025-05,15XXXX,3042.0,3.18,4.5,7.26
2025-05,16XXXX,17022.0,3.18,4.5,7.26
2025-06,01XXXX,40636917.0,3.15,4.5,7.26
2025-06,02XXXX,19534115.0,3.15,4.5,7.26
2025-06,03XXXX,1175498.0,3.15,4.5,7.26
2025-06,04XXXX,217694969.0,3.15,4.5,7.26
2025-06,05XXXX,10085245.0,3.15,4.5,7.26
2025-06,06XXXX,16066469.0,3.15,4.5,7.26
2025-06,07PROU,56785495.0,3.15,4.5,7.26
2025-06,07SCUS,488290.0,3.15,4.5,7.26
2025-06,07XXXX,111896027.0,3.15,4.5,7.26
2025-06,08XXXX,3428358.0,3.15,4.5,7.26
2025-06,09XXXX,4356664.0,3.15,4.5,7.26
2025-06,10XXXX,448439.0,3.15,4.5,7.26
2025-06,12XXXX,1570628.0,3.15,4.5,7.26
2025-06,14XXXX,1127190.0,3.15,4.5,7.26
2025-06,15BN03,727374.0,3.15,4.5,7.26
2025-06,15GC30,960.0,3.15,4.5,7.26
2025-06,15XXXX,2312.0,3.15,4.5,7.26
2025-06,16XXXX,23071.0,3.15,4.5,7.26
2025-07,01XXXX,34314049.0,3.1,4.5,7.9
2025-07,02XXXX,18111733.0,3.1,4.5,7.9
2025-07,03XXXX,826629.0,3.1,4.5,7.9
2025-07,04XXXX,174891340.0,3.1,4.5,7.9
2025-07,05XXXX,10413581.0,3.1,4.5,7.9
2025-07,06XXXX,10549438.0,3.1,4.5,7.9
2025-07,07PROU,57822296.0,3.1,4.5,7.9
2025-07,07SCUS,583321.0,3.1,4.5,7.9
2025-07,07XXXX,112801787.0,3.1,4.5,7.9
2025-07,08XXXX,2281755.0,3.1,4.5,7.9
2025-07,09XXXX,4379308.0,3.1,4.5,7.9
2025-07,10XXXX,480956.0,3.1,4.5,7.9
2025-07,12XXXX,1445652.0,3.1,4.5,7.9
2025-07,14XXXX,952812.0,3.1,4.5,7.9
2025-07,15BN03,693639.0,3.1,4.5,7.9
2025-07,15GC30,24.0,3.1,4.5,7.9
2025-07,15XXXX,3367.0,3.1,4.5,7.9
2025-07,16XXXX,1175.0,3.1,4.5,7.9
2025-08,01XXXX,37688732.0,3.05,4.5,7.9
2025-08,02XXXX,19264150.0,3.05,4.5,7.9
2025-08,03XXXX,1104611.0,3.05,4.5,7.9
2025-08,04XXXX,203108766.0,3.05,4.5,7.9
2025-08,05XXXX,10344841.0,3.05,4.5,7.9
2025-08,06XXXX,13201485.0,3.05,4.5,7.9
2025-08,07PROU,60321975.0,3.05,4.5,7.9
2025-08,07SCUS,640309.0,3.05,4.5,7.9
2025-08,07XXXX,107321138.0,3.05,4.5,7.9
2025-08,08XXXX,2257233.0,3.05,4.5,7.9
2025-08,09XXXX,4389372.0,3.05,4.5,7.9
2025-08,10XXXX,552609.0,3.05,4.5,7.9
2025-08,12XXXX,1327624.0,3.05,4.5,7.9
2025-08,14XXXX,986007.0,3.05,4.5,7.9
2025-08,15BN03,717224.0,3.05,4.5,7.9
2025-08,15GC30,5280.0,3.05,4.5,7.9
2025-08,15XXXX,2387.0,3.05,4.5,7.9
2025-08,16XXXX,1019.0,3.05,4.5,7.9
2025-09,01XXXX,40564976.0,3.0,4.5,7.9
2025-09,02XXXX,17582809.0,3.0,4.5,7.9
2025-09,03XXXX,1160434.0,3.0,4.5,7.9
2025-09,04XXXX,202561453.0,3.0,4.5,7.9
2025-09,05XXXX,10792403.0,3.0,4.5,7.9
2025-09,06XXXX,15814650.0,3.0,4.5,7.9
2025-09,07PROU,57133346.0,3.0,4.5,7.9
2025-09,07SCUS,581720.0,3.0,4.5,7.9
2025-09,07XXXX,95216730.0,3.0,4.5,7.9
2025-09,08XXXX,3171419.0,3.0,4.5,7.9
2025-09,09XXXX,3466625.0,3.0,4.5,7.9
2025-09,10XXXX,451239.0,3.0,4.5,7.9
2025-09,12XXXX,931080.0,3.0,4.5,7.9
2025-09,14XXXX,690029.0,3.0,4.5,7.9
2025-09,15BN03,775687.0,3.0,4.5,7.9
2025-09,15XXXX,2712.0,3.0,4.5,7.9
2025-09,16XXXX,831.0,3.0,4.5,7.9
2025-10,01XXXX,41853610.0,3.25,4.5,8.5
2025-10,02XXXX,18623457.0,3.25,4.5,8.5
2025-10,03XXXX,1366585.0,3.25,4.5,8.5
2025-10,04XXXX,211355295.0,3.25,4.5,8.5
2025-10,05XXXX,13236376.0,3.25,4.5,8.5
2025-10,06XXXX,16148128.0,3.25,4.5,8.5
2025-10,07PROU,54975320.0,3.25,4.5,8.5
2025-10,07SCUS,637697.0,3.25,4.5,8.5
2025-10,07XXXX,91856994.0,3.25,4.5,8.5
2025-10,08XXXX,3779961.0,3.25,4.5,8.5
2025-10,09XXXX,2932027.0,3.25,4.5,8.5
2025-10,10XXXX,438115.0,3.25,4.5,8.5
2025-10,12XXXX,1147032.0,3.25,4.5,8.5
2025-10,14XXXX,636243.0,3.25,4.5,8.5
2025-10,15BN03,835960.0,3.25,4.5,8.5
2025-10,15GC30,960.0,3.25,4.5,8.5
2025-10,15XXXX,2597.0,3.25,4.5,8.5
2025-10,16XXXX,785.0,3.25,4.5,8.5
2025-11,01XXXX,28888792.0,3.28,4.5,8.5
2025-11,02XXXX,16214033.0,3.28,4.5,8.5
2025-11,03XXXX,808274.0,3.28,4.5,8.5
2025-11,04XXXX,181304645.0,3.28,4.5,8.5
2025-11,05XXXX,10606249.0,3.28,4.5,8.5
2025-11,06XXXX,12478820.0,3.28,4.5,8.5
2025-11,07PROU,41778978.0,3.28,4.5,8.5
2025-11,07SCUS,475172.0,3.28,4.5,8.5
2025-11,07XXXX,73642034.0,3.28,4.5,8.5
2025-11,08XXXX,2587849.0,3.28,4.5,8.5
2025-11,09XXXX,2305995.0,3.28,4.5,8.5
2025-11,10XXXX,389936.0,3.28,4.5,8.5
2025-11,12XXXX,892064.0,3.28,4.5,8.5
2025-11,14XXXX,572988.0,3.28,4.5,8.5
2025-11,15BN03,748522.0,3.28,4.5,8.5
2025-11,15GC30,960.0,3.28,4.5,8.5
2025-11,15XXXX,2424.0,3.28,4.5,8.5
2025-11,16XXXX,780.0,3.28,4.5,8.5
2025-12,01XXXX,43769033.0,3.31,4.5,8.5
2025-12,02XXXX,22054617.0,3.31,4.5,8.5
2025-12,03XXXX,1899334.0,3.31,4.5,8.5
2025-12,04XXXX,283102668.0,3.31,4.5,8.5
2025-12,05XXXX,12498203.0,3.31,4.5,8.5
2025-12,06XXXX,14787752.0,3.31,4.5,8.5
2025-12,07PROU,48966881.0,3.31,4.5,8.5
2025-12,07SCUS,445844.0,3.31,4.5,8.5
2025-12,07XXXX,85633479.0,3.31,4.5,8.5
2025-12,08XXXX,3685091.0,3.31,4.5,8.5
2025-12,09XXXX,2674586.0,3.31,4.5,8.5
2025-12,10XXXX,476163.0,3.31,4.5,8.5
2025-12,12XXXX,1252842.0,3.31,4.5,8.5
2025-12,14XXXX,592214.0,3.31,4.5,8.5
2025-12,15BN03,674579.0,3.31,4.5,8.5
2025-12,15GC30,960.0,3.31,4.5,8.5
2025-12,15XXXX,2076.0,3.31,4.5,8.5
2025-12,16XXXX,1680.0,3.31,4.5,8.5
2025-12,94LDXX,0.0,3.31,4.5,8.5
